As_class,ts_soc,ts_silt,ts_ph,ts_clay,ts_cec,ss_soc,ss_silt,ss_ph,ss_clay,ss_cec,fluvisols,et0_yr,ai_et0,elevation,slope,precip,temp,distance_to_river,latitude,longitude
0,255,360,57,257,156,55,342,58,329,132,19,1495,14607,80,1.313744903,2185,24.19999997,1291.954907,26.69064722,93.70896835
1,250,328,55,271,171,59,307,57,340,150,20,1467,14625,90,1.313744903,2146,23.96666654,1811.951884,26.63717202,94.07156967
0,231,352,57,265,155,50,365,59,297,134,21,1495,14613,80,1.313744903,2186,24.20833317,587.8927475,26.68643634,93.73077839
0,241,309,55,296,167,58,295,57,364,147,21,1477,13816,98,1.313744903,2042,24.01666641,2617.640334,26.58273932,93.96392081
1,252,315,57,327,187,78,290,59,355,156,4,1484,12659,113,1.354162455,1879,24.07499981,549.7176344,26.35924417,94.120996
0,233,372,52,264,170,82,351,54,328,158,5,1483,14334,84,1.354162455,2127,24.02499994,2010.053259,26.62178164,93.53537775
1,275,308,57,299,163,57,268,59,399,140,5,1481,12807,112,1.354162455,1897,24.04999987,528.217143,26.37985833,94.13816556
0,313,328,56,279,157,62,321,58,351,153,5,1488,14428,78,1.354162455,2147,24.10833311,300.4729736,26.64095117,93.54493238
1,262,336,57,286,210,72,295,58,345,175,6,1484,12616,127,1.354162455,1873,24.04999971,904.0297088,26.34317459,94.12654765
1,267,296,57,293,162,58,257,59,413,136,6,1480,12879,110,1.354162455,1907,24.04999987,1137.61854,26.39547241,94.13749764
1,249,325,56,318,194,97,307,57,339,165,7,1487,12419,118,1.354162455,1847,24.04999987,576.0615647,26.3301284,94.07573697
1,253,314,58,318,175,60,272,58,413,151,7,1492,12007,123,1.354162455,1792,24.05833324,1147.900432,26.2589829,94.02818797
1,255,315,56,312,208,100,275,57,383,174,7,1482,12500,135,1.354162455,1853,23.94166676,2008.239312,26.32498166,94.10720082
1,260,297,55,272,180,77,267,56,374,156,7,1454,14110,122,1.354162455,2053,23.80000019,2277.84108,26.5336293,94.22757136
0,266,322,57,316,212,78,295,58,354,178,7,1480,12465,122,1.354162455,1846,24.01666641,295.9173025,26.32239976,94.08718119
1,296,323,56,249,193,119,286,57,350,165,7,1448,14598,106,1.354162455,2114,23.82500013,653.5842708,26.58797522,94.26357486
0,225,347,54,255,187,66,317,55,333,153,8,1481,14290,93,1.354162455,2117,24.03333298,2094.661344,26.62968512,93.6699283
1,244,319,57,297,183,52,285,58,399,150,8,1496,11832,110,1.354162455,1771,24.14166673,934.8181144,26.24606247,93.99961485
1,246,349,55,251,165,52,332,56,344,153,8,1491,14412,78,1.354162455,2149,24.19166644,1321.912749,26.6532739,93.63048798
1,253,309,57,300,164,52,259,58,423,140,8,1486,12946,103,1.354162455,1925,24.08333333,268.946258,26.4326947,94.11958106
0,258,361,54,273,162,88,348,55,333,154,8,1489,14405,91,1.354162455,2146,24.10833311,1136.822821,26.63368214,93.55155284
1,276,320,57,331,192,75,286,58,381,154,8,1485,12366,130,1.354162455,1837,24.02499978,2056.601952,26.31011472,94.07591493
0,284,335,56,282,183,93,287,57,378,149,8,1476,12823,125,1.354162455,1893,23.98333311,1488.000679,26.35559831,94.1600327
1,286,323,55,256,197,88,297,56,314,168,8,1453,15120,110,1.354162455,2198,23.80833324,2637.308699,26.65850401,94.26939622
1,298,353,56,292,185,55,301,57,396,152,8,1494,11773,114,1.354162455,1760,24.14166673,1161.018327,26.22231881,93.99200023
1,247,345,58,287,184,59,299,59,397,155,9,1493,12002,115,1.354162455,1793,24.0666666,693.4997376,26.27110388,94.01724128
1,277,331,56,291,183,78,289,57,387,150,9,1489,12107,136,1.354162455,1803,23.99999984,296.5358515,26.26090118,94.05551402
1,288,308,54,265,197,77,272,55,354,170,9,1463,14742,93,1.354162455,2157,23.94999997,354.3740014,26.64116912,94.17094167
0,323,304,53,270,191,47,277,54,332,165,9,1444,15462,114,1.354162455,2233,23.74999984,660.3072512,26.69155414,94.29554899
1,249,305,56,298,162,63,284,57,370,133,10,1483,13128,94,1.354162455,1948,24.08333333,786.0670365,26.45421935,94.12700023
0,256,331,55,258,153,61,318,56,349,138,10,1490,14308,87,1.354162455,2133,24.14999978,565.6284187,26.63874187,93.61896037
0,269,326,56,270,163,67,307,58,361,150,10,1488,14419,83,1.354162455,2147,24.17499987,753.454067,26.64293307,93.59714713
1,271,310,57,324,186,63,286,58,399,151,10,1488,12207,131,1.354162455,1817,24.01666641,1600.271227,26.29123182,94.06389895
1,243,304,55,266,172,61,270,55,364,149,11,1472,13863,96,1.354162455,2042,24.0666666,1132.911644,26.54988034,94.1257189
0,262,297,54,285,199,65,264,55,379,166,11,1471,13818,98,1.354162455,2034,23.99999984,2464.862851,26.55399853,94.08172211
1,236,314,56,287,175,79,275,57,367,149,12,1475,13667,96,1.354162455,2017,24.04999987,2419.739541,26.53572584,94.08702349
0,240,293,53,303,154,42,285,55,339,138,12,1465,16756,89,1.354162455,2456,23.98333311,2471.092826,26.82612216,94.11834267
1,240,295,52,294,171,67,274,53,346,152,12,1450,16774,96,1.354162455,2433,23.88333321,2542.883434,26.81684088,94.21631815
0,252,300,56,264,198,55,274,57,343,164,12,1459,15379,100,1.354162455,2244,23.92500019,869.352355,26.69309985,94.2091709
0,255,326,56,270,166,68,308,58,360,154,12,1488,14419,83,1.354162455,2147,24.17499987,639.5680786,26.64271227,93.59959828
1,258,339,57,315,177,78,326,59,380,160,12,1489,12263,110,1.354162455,1827,24.07499997,1060.267113,26.32850558,94.02130169
1,296,331,56,266,207,84,283,57,372,156,12,1462,14507,97,1.354162455,2122,23.9416666,1327.65609,26.60196546,94.18613951
0,226,302,53,292,158,54,285,54,370,138,13,1470,14025,98,1.354162455,2062,23.95833317,3748.665621,26.58790465,94.00406933
0,240,333,56,260,162,54,309,57,349,144,13,1489,14303,86,1.354162455,2130,24.13333321,501.4360203,26.63719299,93.63611571
0,247,326,54,269,152,71,300,55,381,129,13,1476,14401,90,1.354162455,2127,24.04166651,95.1908663,26.63475614,93.93031295
1,257,320,56,278,170,55,298,57,356,149,13,1466,14896,87,1.354162455,2185,23.9749999,613.7327458,26.6591571,94.07411835
0,277,314,54,294,180,37,295,56,344,162,13,1472,15499,90,1.354162455,2283,24.0666666,1885.595244,26.73312831,93.9960779
0,293,308,54,266,193,62,281,55,344,166,13,1438,15196,120,1.354162455,2186,23.74166648,735.729359,26.64632411,94.32728522
0,354,347,58,259,143,124,326,60,346,134,13,1493,14718,80,1.354162455,2198,24.20833333,559.1377544,26.69766741,93.72957132
0,235,317,53,280,192,93,293,54,368,164,14,1472,13837,100,1.354162455,2038,23.95833317,3791.157546,26.5725106,94.00229984
1,243,355,56,255,156,44,337,58,332,126,14,1490,14895,82,1.354162455,2220,24.17500003,992.364771,26.71106362,93.75337491
0,248,339,57,280,145,44,356,59,303,136,14,1495,14539,82,1.354162455,2175,24.19999981,15.14852542,26.67983177,93.73003235
0,250,331,57,284,175,61,310,58,367,158,14,1484,13261,98,1.354162455,1968,24.10833327,378.5565268,26.52283994,93.89034695
0,256,333,54,262,165,85,305,55,350,139,14,1478,14212,97,1.354162455,2101,24.04166651,1371.661638,26.62094079,93.91141697
1,266,340,54,310,176,77,324,55,357,150,14,1480,13026,102,1.354162455,1929,24.04166651,2286.770755,26.47211951,94.03030648
0,223,318,54,277,171,66,293,55,375,145,15,1474,13906,98,1.354162455,2050,23.96666654,3516.876607,26.57668164,94.00525105
0,229,320,56,267,172,55,297,57,346,150,15,1467,14833,93,1.354162455,2177,23.95833317,1611.776559,26.65842034,94.03445658
0,241,344,55,263,180,51,315,57,352,152,15,1484,13459,104,1.354162455,1998,24.07499981,912.727076,26.54523925,93.91266776
1,245,326,55,277,179,73,315,57,337,156,15,1465,14717,96,1.354162455,2157,23.96666654,1561.718652,26.64816459,94.07284365
1,257,311,53,284,174,52,298,54,349,151,15,1466,14791,91,1.354162455,2169,23.95833317,717.9887203,26.65833253,94.05918204
1,271,298,57,313,162,99,280,60,394,148,15,1480,13269,95,1.354162455,1964,24.10000006,1968.420838,26.49774878,94.06535434
0,273,312,56,275,175,50,293,58,353,154,15,1467,14954,85,1.354162455,2194,23.99166648,830.0679131,26.66850002,94.04551772
0,213,310,54,291,176,66,290,56,365,152,16,1469,14177,93,1.354162455,2084,23.95833317,1749.016088,26.60549768,94.00609335
1,222,321,55,258,159,63,285,56,364,140,16,1466,14377,97,1.354162455,2108,23.95833333,1585.103759,26.61193228,94.05628541
0,241,318,56,266,155,67,299,57,359,139,17,1476,14240,100,1.354162455,2103,24.00833305,2806.374812,26.6243022,93.97116235
1,274,317,54,270,167,64,301,55,335,148,17,1468,14498,94,1.354162455,2129,23.9416666,2763.882925,26.63134923,94.03874767
1,275,354,56,261,201,47,286,57,410,158,17,1482,12691,103,1.354162455,1881,24.04166651,171.8791699,26.40828314,94.04767805
1,220,312,55,285,174,59,294,56,371,153,18,1468,14147,95,1.354162455,2077,23.94999981,2771.727526,26.59556344,94.01731173
0,260,340,56,261,189,93,319,58,342,165,19,1482,14551,86,1.354162455,2157,24.09166638,651.3002421,26.66448779,93.82483561
0,263,312,56,288,173,69,310,58,349,155,19,1473,15005,85,1.354162455,2211,24.02499994,83.03485354,26.68497379,93.98804136
1,254,347,56,264,162,59,321,58,371,140,21,1482,13623,91,1.354162455,2020,24.09166654,372.3014521,26.56311817,93.88751185
1,273,325,57,276,165,64,275,59,413,142,2,1480,12675,103,1.393406391,1877,24.0666666,1830.26425,26.37296396,94.09297426
1,314,326,58,296,173,67,312,60,370,155,6,1486,12427,106,1.393406391,1848,24.08333333,128.620035,26.34998212,94.05334555
1,249,344,57,254,163,50,328,59,338,151,8,1490,14398,81,1.393406391,2146,24.18333308,1370.858423,26.65216621,93.64274293
0,250,324,57,319,178,63,330,58,349,161,8,1486,12381,111,1.393406391,1841,24.08333333,1176.408371,26.33678944,94.05183886
1,252,312,58,319,176,60,269,59,415,151,8,1492,12007,120,1.393406391,1792,24.05833324,661.052603,26.26338094,94.02868748
1,273,303,55,279,181,54,282,56,342,149,8,1448,15622,106,1.393406391,2263,23.80833324,629.3141521,26.71561805,94.27613373
0,275,333,55,266,153,53,325,57,341,138,8,1480,14782,88,1.393406391,2189,24.0999999,1238.296475,26.68169739,93.90352382
1,279,301,56,288,164,60,279,56,369,142,8,1468,13535,106,1.393406391,1988,23.95000013,3512.105169,26.48237795,94.18209844
1,305,335,57,303,175,94,319,59,381,149,8,1487,12332,108,1.393406391,1834,24.0916667,391.0899335,26.33594695,94.03694612
0,267,315,54,288,168,40,293,55,357,142,9,1471,15505,91,1.393406391,2282,24.0666666,1462.3564,26.73244302,94.00342536
1,289,303,57,258,204,104,269,58,374,168,9,1434,14616,128,1.393406391,2097,23.54999971,2960.598112,26.57397554,94.29404519
1,302,320,53,257,203,76,294,54,327,169,9,1450,14879,113,1.393406391,2158,23.81666676,999.2128651,26.62658806,94.27799752
1,262,322,54,268,213,67,283,54,362,176,10,1457,14699,101,1.393406391,2143,23.90833346,412.249035,26.62278573,94.20093057
0,218,367,52,236,191,52,327,53,331,155,11,1484,14240,100,1.393406391,2114,24.00833337,2978.124999,26.62899831,93.70202575
1,301,310,55,306,218,70,282,56,383,177,11,1476,13494,105,1.393406391,1993,24.00833321,1436.726835,26.52929099,94.03687118
1,251,314,55,291,179,60,297,56,352,150,12,1475,13545,98,1.393406391,1998,24.03333314,2843.357429,26.53186739,94.05693236
0,222,324,54,255,160,72,302,56,352,144,13,1475,14359,100,1.393406391,2119,24.00833305,2371.445748,26.63241818,93.97951498
1,234,307,56,267,181,113,276,57,366,162,13,1469,14166,98,1.393406391,2082,24.00833321,323.7820971,26.58239193,94.1344333
0,260,348,56,257,161,54,336,58,349,151,13,1487,14278,76,1.393406391,2124,24.09999975,1512.778349,26.63103655,93.60572257
0,378,345,58,278,149,131,334,60,350,131,13,1493,14714,83,1.393406391,2197,24.20000013,322.2859238,26.69923084,93.71241325
0,226,306,54,287,177,69,275,55,380,150,14,1468,14077,94,1.393406391,2067,23.94999981,1547.719682,26.58562902,94.02852808
0,238,333,56,262,161,43,316,58,339,146,14,1485,14759,81,1.393406391,2192,24.14166641,78.088156,26.68524002,93.79253923
1,240,306,55,261,181,57,274,56,370,166,14,1469,14242,94,1.393406391,2093,24.00833321,1399.486326,26.59810388,94.10907037
1,250,308,55,262,174,62,277,56,369,167,14,1469,14242,99,1.393406391,2093,24.00833321,1444.667543,26.5976453,94.1139607
0,237,308,55,280,174,65,295,57,352,156,15,1468,14820,92,1.393406391,2177,23.99999984,1113.041527,26.66115874,94.00508783
0,238,323,55,277,170,75,288,56,359,143,15,1479,13798,97,1.393406391,2041,24.01666641,3318.867972,26.57529984,93.94823549
0,241,351,54,257,182,65,316,55,359,158,15,1483,13468,104,1.393406391,1998,24.06666644,1443.033164,26.54698817,93.91781051
0,253,298,54,278,191,47,286,56,336,167,15,1463,16485,88,1.393406391,2413,23.9666667,2513.570684,26.80449014,94.13562003
0,262,321,54,281,184,59,309,55,341,157,15,1467,14759,91,1.393406391,2166,23.9416666,746.71397,26.65030981,94.02609857
1,219,308,55,280,180,67,284,56,378,156,16,1468,14147,97,1.393406391,2077,23.94999981,2497.596178,26.59313677,94.01950452
0,228,336,55,261,160,63,314,58,354,136,17,1476,14241,98,1.393406391,2103,23.99999984,2302.900007,26.62498327,93.96382086
0,221,328,54,278,183,53,300,56,371,153,18,1473,13736,102,1.393406391,2024,23.96666638,4179.342296,26.5641681,93.99639821
0,241,337,55,275,204,63,305,56,363,170,18,1473,13722,96,1.393406391,2022,23.96666654,838.9330517,26.55241739,94.02717648
0,257,335,56,264,185,73,306,58,340,158,18,1481,15386,80,1.393406391,2279,24.13333321,892.0122384,26.73585723,93.89487889
1,264,318,55,272,160,66,300,56,347,142,18,1468,14498,94,1.393406391,2129,23.9416666,3113.10727,26.62892211,94.04094019
0,211,338,53,263,161,51,322,54,339,136,19,1486,14980,87,1.393406391,2227,24.15833314,3286.242455,26.71627821,93.79358978
0,218,329,56,262,161,56,307,58,359,140,19,1478,13801,97,1.393406391,2041,24.05833308,1948.275432,26.57586853,93.89390845
0,260,353,57,256,149,46,348,59,312,133,19,1493,14716,79,1.393406391,2198,24.2249999,1600.54343,26.6921466,93.7413282
1,315,311,55,284,225,116,284,55,367,197,19,1464,14521,89,1.393406391,2127,23.99999984,243.4126845,26.61683598,94.09888326
1,251,324,58,286,161,70,307,59,351,142,5,1485,12484,108,1.468747139,1854,24.07499997,1520.852148,26.35764465,94.06655363
1,302,294,57,311,174,97,289,59,366,152,5,1478,13418,93,1.468747139,1984,24.0916667,400.164834,26.4902129,94.14597397
1,281,311,56,262,196,104,248,57,392,155,6,1478,12975,122,1.468747139,1918,23.96666654,2513.354592,26.39470123,94.16947716
0,289,318,56,285,152,62,310,58,355,153,6,1493,14521,80,1.468747139,2169,24.16666651,952.6338918,26.65218679,93.54370421
0,212,363,54,244,177,67,327,55,335,145,7,1481,14290,93,1.468747139,2117,24.03333298,2414.069239,26.62528099,93.66943447
1,251,328,57,310,204,84,304,58,340,169,7,1484,12450,120,1.468747139,1848,24.03333314,353.4723494,26.33142039,94.0857478
0,257,364,55,265,168,68,356,56,333,148,7,1484,14249,83,1.468747139,2116,24.06666644,3.804082109,26.61804331,93.57704582
1,258,324,55,315,185,67,286,56,369,154,7,1482,12710,115,1.468747139,1884,24.06666644,120.3356238,26.35833366,94.13075588
1,281,323,55,272,193,64,283,56,348,162,7,1458,14767,102,1.468747139,2154,23.92500003,126.4816966,26.62694937,94.20388958
1,252,325,57,269,175,59,264,58,425,146,8,1482,12665,104,1.468747139,1878,24.04166651,929.6805791,26.37804227,94.08615655
0,259,397,55,257,173,87,358,56,326,160,8,1489,14308,82,1.468747139,2132,24.06666629,2533.376049,26.61714575,93.51258339
1,284,335,56,282,183,93,287,57,378,149,8,1476,12823,122,1.468747139,1893,23.98333311,1239.33838,26.35779612,94.160286
1,295,324,57,282,177,74,266,58,416,148,8,1480,12930,98,1.468747139,1915,24.10000006,1600.614529,26.42906143,94.0870797
0,244,341,56,266,153,63,332,57,353,130,9,1476,14477,94,1.468747139,2138,24.05833324,799.2284555,26.64756628,93.91198858
1,254,305,52,289,181,62,289,53,337,155,9,1451,16656,93,1.468747139,2417,23.86666663,2892.559142,26.80955086,94.2228856
0,309,309,53,277,188,47,288,55,332,166,9,1445,15360,118,1.468747139,2220,23.74166648,675.6705337,26.67744257,94.30377173
0,222,331,53,272,157,38,323,55,334,137,10,1487,15055,82,1.468747139,2239,24.14166657,3182.384042,26.72045532,93.79654125
0,240,312,55,290,178,54,296,57,356,157,10,1466,15043,93,1.468747139,2206,23.98333311,685.6157145,26.67555372,94.04138658
1,240,329,55,270,157,46,306,57,351,141,10,1480,15038,84,1.468747139,2226,24.15833314,1842.63367,26.70680335,93.89649921
1,255,297,54,277,171,64,278,56,326,153,10,1453,15612,103,1.468747139,2269,23.89166689,4054.968848,26.71275087,94.23621731
0,258,332,54,270,180,87,315,55,352,162,10,1487,14380,84,1.468747139,2139,24.11666648,1456.008567,26.63896909,93.59175361
1,258,299,55,275,165,56,269,56,377,146,10,1472,13780,95,1.468747139,2029,24.07499997,338.5798292,26.53980583,94.11466996
0,238,328,56,271,152,45,318,58,343,138,11,1482,14948,80,1.468747139,2216,24.14166657,137.515423,26.69680292,93.93248197
0,246,325,55,264,159,86,314,56,349,145,11,1490,14387,85,1.468747139,2144,24.17499971,6.791705831,26.6438102,93.61209957
0,277,345,57,268,176,58,298,59,396,146,11,1485,12467,105,1.468747139,1852,24.05833324,723.1373926,26.36701863,94.01335607
1,318,316,54,274,212,95,288,54,355,167,11,1433,14893,135,1.468747139,2135,23.59166654,2118.046777,26.60609271,94.32994462
0,237,338,56,260,170,54,312,58,358,151,12,1486,14247,82,1.468747139,2118,24.11666648,240.4292099,26.63278827,93.63562302
0,239,373,56,253,167,59,353,57,327,145,12,1483,14084,97,1.468747139,2090,23.99166663,1393.689761,26.60636626,93.6079219
1,244,322,54,275,172,50,305,55,343,153,12,1466,14779,95,1.468747139,2168,23.95833317,1255.364507,26.65682026,94.05158642
0,258,333,57,249,156,48,313,59,336,142,12,1488,14461,77,1.468747139,2153,24.19166644,1164.029219,26.65724668,93.61112467
1,265,346,57,252,171,50,327,58,343,157,12,1491,14412,81,1.468747139,2149,24.19166644,1462.343423,26.65305245,93.63293902
1,270,365,57,272,213,62,310,58,388,163,12,1483,12629,109,1.468747139,1873,24.04166651,95.40787285,26.39599617,94.03640182
0,364,342,59,272,154,156,334,60,326,143,12,1493,14772,70,1.468747139,2206,24.23333343,99.48146271,26.70296426,93.72026422
1,247,336,56,264,154,45,320,58,339,134,13,1490,14444,82,1.468747139,2153,24.18333308,523.7410131,26.66575955,93.71358994
1,248,318,53,284,175,83,304,54,313,151,13,1449,16591,98,1.468747139,2405,23.85833343,3367.829939,26.80375878,94.23705691
1,250,321,54,276,186,68,273,55,391,156,13,1478,13296,102,1.468747139,1966,24.04166651,1259.797195,26.51594302,94.01310337
1,261,329,54,267,183,75,312,55,330,155,13,1467,14769,92,1.468747139,2167,23.95833317,1942.678259,26.65530749,94.04399083
1,269,310,56,280,167,97,290,58,371,142,13,1480,13423,92,1.468747139,1987,24.10000006,18.23199065,26.5033503,94.10057543
1,272,310,55,262,183,58,281,57,343,161,13,1458,15478,97,1.468747139,2257,23.92500003,2405.224054,26.70212177,94.16075495
1,234,321,55,280,180,50,303,56,353,158,14,1464,14764,91,1.468747139,2163,23.9749999,933.4482603,26.64262218,94.08456626
0,239,330,56,268,154,45,316,58,334,135,14,1483,14933,83,1.468747139,2216,24.17499971,1826.22444,26.70109599,93.78938818
1,240,314,55,264,176,60,287,57,341,155,14,1460,14894,106,1.468747139,2175,23.91666683,2197.952045,26.64383393,94.21328315
1,255,303,56,292,177,78,286,58,376,159,14,1477,13613,92,1.468747139,2011,24.11666679,935.1319059,26.51933599,94.11971133
0,258,326,55,272,175,55,303,56,338,153,14,1481,15229,90,1.468747139,2256,24.14166641,1201.34879,26.72478936,93.91836879
1,276,338,55,266,185,65,308,56,344,159,14,1481,15386,84,1.468747139,2279,24.13333321,947.0684675,26.73388376,93.89217626
0,226,310,53,287,175,63,304,55,354,155,15,1471,15046,93,1.468747139,2214,24.00833321,355.5468329,26.68451801,93.9929378
1,241,334,56,287,194,59,303,57,390,163,15,1487,12238,112,1.468747139,1821,24.0666666,789.3772337,26.33453455,93.98006083
1,248,328,54,256,160,58,315,55,338,146,15,1490,14472,87,1.468747139,2157,24.17499971,968.0634376,26.65897819,93.66578856
1,252,329,57,269,172,64,316,58,338,149,15,1486,14261,83,1.468747139,2120,24.14166641,864.4262844,26.63446233,93.73976345
0,254,332,54,264,150,65,320,56,342,130,15,1489,14931,79,1.468747139,2224,24.16666651,2952.047987,26.70859711,93.78033538
1,265,302,56,286,173,50,288,58,357,138,15,1469,15299,89,1.468747139,2248,24.00833321,1559.417492,26.70706393,94.08463134
1,274,325,53,270,189,77,294,55,377,160,15,1471,13887,97,1.468747139,2043,23.95833317,1086.77581,26.56780993,94.02894775
1,281,310,55,289,190,100,280,56,381,174,15,1461,14748,95,1.468747139,2156,23.98333327,1584.005983,26.63363458,94.13297634
0,220,309,55,285,164,62,294,56,359,144,16,1472,14136,98,1.468747139,2082,23.98333327,2038.362544,26.6064075,93.99630762
1,232,331,55,270,207,62,297,56,365,170,16,1474,13714,99,1.468747139,2022,24.01666657,3356.470603,26.54785979,94.07607141
0,239,326,54,269,159,77,306,56,359,139,16,1481,13760,101,1.468747139,2039,24.05833308,2730.369371,26.57959233,93.90175049
1,255,322,55,274,168,51,294,57,356,148,16,1465,14838,88,1.468747139,2174,23.9749999,837.6567851,26.654531,94.07605512
1,278,307,55,281,200,48,270,57,380,174,16,1463,14668,96,1.468747139,2147,23.9666667,1447.590223,26.62716792,94.15447409
0,235,324,58,269,166,78,311,60,342,158,17,1479,15012,85,1.468747139,2221,24.13333337,1282.415828,26.69324066,93.94692278
1,242,326,55,270,153,74,311,57,345,134,17,1489,14478,82,1.468747139,2156,24.15833298,1427.268742,26.66444933,93.70353963
1,255,361,56,270,168,52,315,57,370,140,17,1483,12851,103,1.468747139,1907,24.06666644,1123.534598,26.46306,93.9601271
1,272,298,55,265,196,69,250,58,379,162,17,1462,14394,101,1.468747139,2105,23.94999997,723.9900795,26.58681329,94.18190037
0,216,327,55,256,160,65,301,57,353,137,18,1476,14347,96,1.468747139,2118,24.00833305,2488.196503,26.62718276,93.9640734
0,222,313,55,268,163,83,282,56,379,146,18,1475,14013,94,1.468747139,2067,24.00833305,1819.146903,26.59380245,93.94046299
0,234,310,55,283,163,81,292,58,375,150,18,1473,13956,94,1.468747139,2056,24.00833305,2058.891769,26.58736496,93.96197858
0,272,289,55,296,153,36,285,57,333,138,18,1460,16663,84,1.468747139,2433,23.91666651,4398.533495,26.82495621,94.17765129
1,272,348,57,295,172,49,314,58,388,142,18,1492,12032,103,1.468747139,1796,24.11666663,1089.506554,26.29382105,93.98777207
1,216,308,54,269,158,68,289,54,353,139,19,1468,14384,99,1.468747139,2113,23.9416666,862.8688152,26.62460623,94.01571279
0,233,309,55,283,178,65,297,56,368,154,19,1469,14278,94,1.468747139,2098,23.94999981,1095.940799,26.61163973,94.0117458
0,239,322,53,260,163,63,297,55,352,143,19,1476,14260,98,1.468747139,2105,24.00833305,2607.772308,26.61724981,93.97529843
0,242,342,56,262,165,54,314,58,347,145,19,1480,14704,86,1.468747139,2177,24.0999999,910.1580249,26.67289735,93.90251609
0,252,344,55,261,203,84,306,56,343,170,19,1477,14130,96,1.468747139,2088,23.99999984,1023.063608,26.61010585,93.93243728
0,238,331,55,276,165,49,305,57,364,143,20,1480,13552,99,1.468747139,2007,24.02499978,4161.352152,26.55550297,93.94597153
0,253,338,55,262,180,51,291,57,363,147,20,1478,14038,95,1.468747139,2076,24.04166651,1748.109709,26.6079669,93.90746125
1,253,336,57,277,166,84,305,59,366,142,3,1486,12497,106,1.642019272,1858,24.07499997,1552.207342,26.36249517,94.06217546
1,263,327,57,310,198,79,286,58,375,165,3,1479,12493,132,1.642019272,1849,23.99166648,579.1449983,26.32194632,94.09206031
0,267,324,57,312,204,79,285,58,377,173,4,1480,12465,125,1.642019272,1846,24.01666641,599.5354084,26.3199746,94.0893692
1,302,302,57,313,166,76,272,59,405,144,4,1480,12829,115,1.642019272,1899,24.03333314,564.4444158,26.37500632,94.14253969
0,241,358,54,252,187,92,315,54,346,155,5,1479,14150,98,1.642019272,2093,23.97500006,2527.395448,26.61007097,93.6900009
1,245,316,57,313,187,70,272,58,402,154,5,1487,12257,136,1.642019272,1823,23.95000013,1567.14213,26.29010115,94.07609443
1,257,343,57,284,165,55,284,57,386,135,5,1495,11731,120,1.642019272,1754,24.09166654,2283.972172,26.19678083,94.00389414
1,271,303,57,297,163,60,266,59,401,140,5,1481,12807,113,1.642019272,1897,24.04999987,360.7294228,26.37963031,94.14060584
1,267,324,57,329,194,83,293,57,377,158,6,1488,12304,131,1.642019272,1831,24.03333314,2398.675753,26.30814248,94.07322434
1,293,314,56,271,185,90,277,56,372,166,6,1462,13591,111,1.642019272,1988,23.89166689,3753.57181,26.48214835,94.18454044
1,299,323,57,320,191,88,293,58,381,162,6,1489,12275,125,1.642019272,1828,24.04999987,2929.42902,26.3070749,94.06077594
1,246,325,57,277,166,65,275,59,413,141,7,1482,12637,108,1.642019272,1874,24.04999987,1279.639532,26.37364532,94.08565234
0,257,359,54,271,168,92,356,54,331,151,7,1484,14249,89,1.642019272,2116,24.06666644,244.9555961,26.61782304,93.57949663
0,263,354,57,266,175,52,294,58,386,139,7,1500,11658,115,1.642019272,1749,24.1500001,1571.482311,26.20252449,93.98976359
1,287,305,56,288,164,59,287,58,351,146,7,1473,13747,101,1.642019272,2026,24.04166651,924.059456,26.52308319,94.17448083
1,289,331,58,322,178,81,330,59,357,159,7,1488,12333,111,1.642019272,1836,24.08333333,1637.963434,26.32776814,94.05327502
1,294,313,57,278,160,61,260,59,414,134,7,1480,12864,112,1.642019272,1905,24.04166651,1069.740521,26.38993553,94.14919342
0,224,355,53,270,171,77,342,54,337,154,8,1483,14299,90,1.642019272,2122,24.01666673,1772.983501,26.61980398,93.55743833
1,259,327,56,294,176,72,271,57,418,143,8,1488,12074,136,1.642019272,1797,23.95833333,242.0544277,26.25672921,94.05257501
0,319,305,55,271,195,76,273,56,345,169,8,1449,15320,115,1.642019272,2220,23.80000003,1918.673148,26.67860823,94.29154673
1,240,301,55,268,164,72,274,56,357,143,9,1473,13747,101,1.642019272,2026,24.04166651,1146.712026,26.52111529,94.17178251
0,242,342,54,251,196,78,304,55,360,171,9,1478,14115,95,1.642019272,2087,23.80000019,2063.365784,26.60784763,93.71449514
1,250,295,54,279,194,52,278,56,349,169,9,1463,16485,85,1.642019272,2413,23.9666667,2742.414726,26.80668803,94.13587785
1,265,325,57,310,172,60,283,59,409,149,9,1493,12002,118,1.642019272,1793,24.0666666,565.0728944,26.2682294,94.02430901
1,267,312,53,285,167,57,297,54,317,149,9,1451,16551,95,1.642019272,2403,23.88333337,3299.089754,26.80469084,94.22726346
0,239,311,52,282,184,67,284,53,350,159,11,1458,15728,94,1.642019272,2294,23.97500006,1497.760614,26.72698976,94.15624316
0,241,333,54,269,152,79,325,55,321,135,11,1487,14491,85,1.642019272,2155,24.19166644,1452.698358,26.66020911,93.7500958
0,246,336,56,256,168,53,319,58,336,155,11,1489,14416,79,1.642019272,2148,24.17499987,386.7088913,26.65127932,93.65254639
0,247,313,55,269,163,77,299,57,344,142,11,1479,15097,86,1.642019272,2233,24.125,1263.742411,26.7020391,93.94793481
1,261,311,57,279,186,110,286,58,376,147,11,1477,13552,95,1.642019272,2002,24.10000006,933.530388,26.51722532,94.09476798
